dur_ns,gap_ns
1182,21335315
732,21333100
902,21334123
791,21333562
712,21331968
701,21336067
741,21332359
732,21331968
741,21334604
741,21331979
732,21334753
752,21335796
741,21329765
711,21326889
1122,21344202
1032,21329654
1503,21334343
1072,21330365
1062,21332249
1192,21353530
1362,21316209
1883,21321589
1162,21342198
2094,21346245
1032,21320307
1462,21335836
1213,21330445
1163,21333732
1462,21331759
992,21334092
1623,21369550
1282,21302082
1372,21332991
1172,21343851
2925,21363588
2786,21324193
1062,21303876
992,21330085
932,21343671
1062,21324364
912,21326759
741,21334253
681,21339062
701,21329795
932,21338641
2414,21351335
2345,21333020
1133,21315658
791,21330747
1042,21353098
2033,21331478
751,21314836
772,21332840
722,21330115
1132,21341116
781,21333462
712,21326177
692,21337449
701,21331278
721,21339042
682,21326488
691,21334123
821,21335756
722,21330916
922,21334263
761,21332340
722,21343209
942,21327240
811,21331909
921,21346456
862,21332419
932,21330947
922,21332640
1062,21324765
932,21342458
1192,21330236
731,21324835
1313,21340755
912,21344953
1302,21317161
1783,21345935
1262,21329905
1873,21332289
771,21322160
922,21333922
711,21335596
732,21327630
711,21338121
711,21332379
872,21324174
701,21342008
701,21335485
711,21330706
711,21333572
691,21331738
692,21333982
671,21331538
4779,21385740
1293,21291212
731,21325988
771,21331077
751,21340324
712,21329714
721,21331488
701,21334584
1252,21332750
701,21331698
681,21333191
691,21334894
711,21333492
692,21332950
1002,21346606
1353,21329434
701,21323373
701,21333652
711,21333792
711,21333852
711,21334303
691,21337860
671,21336217
701,21323713
701,21332700
701,21346486
721,21320878
741,21331778
751,21336337
1232,21334784
1593,21330195
1863,21334594
1032,21328001
992,21334864
1002,21333201
1002,21332540
1002,21333642
1002,21333702
1002,21332680
1002,21334343
992,21332700
1032,21336818
1002,21330896
991,21331669
992,21334062
992,21333552
1002,21332920
1002,21333752
992,21333592
1453,21335235
922,21334744
741,21333071
732,21332028
722,21334754
732,21331097
921,21338121
992,21331698
1002,21330396
1002,21331818
1002,21333622
1001,21333522
2535,21363187
1803,21328342
1002,21323893
1072,21323814
951,21332981
1112,21346025
921,21334203
992,21329123
1001,21332450
942,21334483
992,21332870
1012,21333752
1041,21335266
922,21319715
881,21329845
942,21335335
992,21331037
1052,21334133
982,21333191
992,21331918
1002,21334023
1002,21333351
992,21335245
992,21331237
902,21323653
872,21330286
992,21346837
992,21332840
992,21332520
992,21335355
992,21333101
992,21332730
992,21332880
992,21332991
1002,21334664
1002,21332610
1001,21333141
992,21334423
1593,21330596
1001,21334905
1002,21334954
962,21333271
992,21332259
952,21335656
1042,21333902
992,21337299
992,21326589
1052,21334864
2905,21344723
992,21322821
882,21330085
1173,21336417
1002,21332160
1633,21348910
1894,21349011
1011,21304738
602,21330415
621,21331669
591,21336006
601,21332329
581,21332701
591,21335345
701,21335295
601,21329073
711,21337770
992,21347387
992,21329675
992,21333221
992,21333221
1002,21334634
991,21331408
992,21335946
1072,21331999
992,21333882
992,21332269
1002,21338201
992,21329013
1002,21332610
992,21334363
992,21331538
992,21334083
1002,21333992
1002,21332540
862,21320567
752,21332480
682,21334814
601,21331358
611,21332941
591,21336166
621,21331238
611,21333061
992,21348329
872,21319916
591,21333432
1804,21353739
932,21326439
931,21334083
922,21330946
922,21334704
1372,21323233
1192,21345805
1002,21325316
982,21339172
922,21322411
601,21330566
612,21332229
611,21334995
612,21330796
621,21337660
632,21329083
621,21335215
1002,21346797
991,21333041
1012,21334974
872,21320507
601,21330787
621,21335405
612,21330065
672,21332650
591,21334905
581,21334293
572,21332940
611,21333943
691,21332650
691,21332881
621,21334223
611,21332880
601,21332971
621,21333021
692,21333601
