dur_ns,gap_ns
3807,20964925
10149,21041880
12364,22221751
13335,21052791
5781,20767573
3817,21898423
3817,20990503
2865,20972830
2916,22061269
3416,20937934
2946,21016642
4528,22050810
3837,21002897
9368,21079460
12734,22178460
13385,20891587
6412,20860308
3727,21949929
10830,21050116
2866,20983840
2685,21992640
14167,21023175
8907,21248348
9277,21808534
11381,21151787
10520,20791007
4829,21974647
28674,21621000
11832,20531409
14497,22009431
12754,21000812
12474,21002897
7925,21913711
8877,20959144
2836,20965987
4007,21975378
10339,21147499
5129,20853565
2124,21988682
10891,21168318
7895,20953854
11412,22061229
7885,20930210
10529,21199357
11651,22039809
11341,20853164
10921,20985283
5310,21861664
7143,21072207
11422,21199526
10519,21864309
11431,20996815
6282,20844658
6182,22017677
5290,20967340
6342,21053762
11942,22119098
4588,20833698
2425,20983830
4097,22004984
2515,21036329
9788,21083639
6893,21894876
10500,21139333
5751,20894583
10530,22013599
4799,20970586
3166,20946029
2786,22062311
4117,20963994
3095,21024928
8767,22035350
6202,20993549
2003,20982699
10600,22140438
11913,20990573
12012,20908289
7524,21985797
8747,21048041
6211,20910834
3006,22010553
24957,21407398
2655,20565303
11491,22130630
6582,20872661
7464,21131308
5871,21905757
2835,20943174
2264,21020780
5581,22013028
7474,21054183
11732,20995032
7664,21939520
7324,21120989
2034,20890965
8857,22118798
5681,20973962
6692,21009800
14106,22062792
10349,21154933
9828,20833708
5150,21870840
6803,21036650
3948,20908028
4018,22049808
11171,21132801
3497,20881608
9608,22052954
7324,21031159
11312,21050937
12303,21912119
11010,21218292
12344,20808690
7184,21990937
6442,20961669
7625,21004379
6482,22018159
5761,20982047
6613,21185580
13405,21882954
10771,21026891
9969,21002726
8857,22136371
5550,20756343
10220,21111991
6683,21973855
7434,20957631
9939,21069562
7744,21924743
4579,20921613
10339,21060876
4449,21942986
5831,21046889
8446,21027413
7634,21983383
5040,20959875
7875,21034987
4989,21960149
4719,21001233
7323,21038404
4819,21961231
6833,21042751
7584,20994801
4098,20960707
6853,22038867
5931,20997657
5901,21019347
6472,21985988
6883,21019878
5821,20970826
4419,21971270
7754,21059083
4699,20937854
6953,22056871
5941,20987808
4759,20958973
6332,22049658
5801,20990192
6603,21012565
6001,21996157
5550,20986756
6682,21014709
5972,21989303
4038,20955948
7804,20988981
4529,21984975
3997,21014449
4018,20996093
4138,22010714
3968,20985654
5100,21053592
4469,21964327
5150,20993549
7013,21083118
4829,21914082
5550,21029777
3897,20976677
7154,22095243
7594,20988309
11352,21088217
7314,21907811
11441,21080723
8175,20898610
6211,21962664
10911,21128312
7764,20939177
10570,22059235
11271,20995162
12353,21033775
11883,22128525
7504,20775599
11361,21091564
12614,21969205
12033,21048122
11211,20981306
5791,21865260
10891,21108425
